"","Title","Location","Plaque.text.Description","Agriculture","Archaeology","Artsculture","Blackheritage","Buildingsstructures","Communities","Disasters","Education","Environment","Exploration","FirstNations","Franco","Furtrade","Industry","Organizations","People","Politics","Religion","Scientific","Sports","Transportation","Warconflict","Womenhist","Region","County.District","Municipality","Latitude","Longitude"
"289","Escape of the Royal George 1812, The","Highway 33, opposite the gap, about 5 km west of Bath","Opposite here is the gap between Amherst Island and the eastern tip of Prince Edward County. On November 9, 1812, the British corvette ""Royal George"" (22 guns), commanded by Commodore Hugh Earl(e), was intercepted off False Duck Islands by an American fleet, comprising seven ships under Commodore Isaac Chauncey. Pursued by the enemy, ""Royal George"" escaped through this gap into the Bay of Quinte's  North Channel. The chase resumed in light winds the following day when she arrived safely in Kingston harbour. Chauncey, intent on capturing the largest British warship then on Lake Ontario, attacked her in the harbour, but after exchanging fire
with ""Royal George"" and shore batteries, was forced to withdraw.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Eastern Ontario","County of Lennox and Addington","Township of Loyalist",44.14034082,-76.8518046
"290","Establishment of Free Rural Mail Delivery, The","In front of Springford Hall, County Road 19, Springford","One of the most significant developments in the history of postal service in Canada, free rural mail delivery was established largely through the efforts of two Ontarians, George Wilcox and Joseph Armstrong. Wilcox, a farmer here in South Norwich Township, roused wide support for the system through numerous newspaper articles and a prolific letter writing campaign. At the same time, following his election in 1904 as the representative for Lambton East, Armstrong became a tireless advocate in the House of Commons for rural mail delivery. Anxious to retain the farm vote, the Laurier  government soon responded to this pressure. In September of 1908, it announced the establishment of a limited system of free
rural mail delivery, and within a month the first route was in service.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Southwestern Ontario","County of Oxford","Township of Norwich",42.91609708,-80.6734693
"291","Evangelical United Brethren, The","In Hillside Park, near the site of the founding camp meeting, Marsland Drive, Waterloo","In August 1839, a camp meeting was held in this vicinity by Bishop Joseph Seybert and five preachers, which resulted in the formation of Upper Canada's first Evangelical Church Congregation. This church and the United Brethren in Christ had been founded in Pennsylvania about 1800 by German- speaking settlers. In 1836, missionaries from the Evangelical Church had preached in the Niagara Peninsula and in this region. Their first church in Canada was opened in 1841 at Berlin (Kitchener) and, in 1864, a separate Canada conference was established. In later years, congregations were formed throughout Ontario and Western Canada and, in 1946, the Evangelical Church joined with the United Brethren to form the Evangelical United Brethren.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Southwestern Ontario","Regional Municipality of Waterloo","City of Waterloo",43.48409057,-80.51886444
"292","Explorers of Muskoka and Haliburton","Near the government wharf opposite Lincoln Lodge Hotel, Highway 117, Baysville","Following the War of 1812, expeditions traversed the wilderness between Lakes Simcoe and Muskoka and the Ottawa River, seeking a route across Upper Canada less open to attack than by the St. Lawrence and Lake Ontario. In 1819, Lieutenant J.P. Catty, R.E., crossed by way of Balsam and Kashagawigamog Lakes and the York and Madawaska Rivers. Lieutenant Henry Briscoe, R.E., and Ensign Durnford, R.E., ascended the Muskoka in 1826, proceeding via Lake of Bays, Lake Opeongo and the Petawawa. Other expeditions through Muskoka were led by: Alexander Shirreff, 1829; Lieutenant J. Carthew, R.N., and Lieutenant F.H. Baddeley, R.E., 1835; and David Thompson, 1837.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"Central Ontario","District Municipality of Muskoka","Township of Lake of Bays",45.14911138,-79.1130723
"293","Fairfield House, The","In Fairfield Historical Park, Amherstview - Highway 33, just east of County Road 6","A superb example of an 18th-century dwelling, the Fairfield House was completed, according to tradition, in 1793. It was built by William Fairfield, Sr., a Loyalist who had settled here with his family nine years earlier. In form and mode of construction this large, handsome farmhouse reflects the New England background of the Fairfields. A timber-framed, clapboard structure, it is distinguished by a steeply pitched roof, balanced proportions and fine interior detailing. Later additions - the galleried verandah and French windows - enrich the façade. Occupied by six generations of Fairfields until it was donated to the people of Ontario in 1959, the house survives as an outstanding record of 18th-century building techniques. Its continued preservation had been entrusted to the St. Lawrence Parks Commission.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Eastern Ontario","County of Lennox and Addington","Township of Loyalist",44.2168927,-76.65373313
"294","Father Pierre Potier 1708- 1781","At the Church of Our Lady of the Assumption, 350 Huron Church Road, Windsor","The first Pastor of the Assumption Church, Potier was born in Blandain, in present day Belgium. In 1721 he entered a Jesuit college and, after pronouncing his final vows in 1743, he came to Quebec. An avid scholar, Potier began an intensive study of the Huron language at Lorette. A year later, he was sent to Bois Blanc (Bob-Lo) Island to serve the Huron Mission of the Assumption. In 1748 he moved with the mission to this locality, and by 1761 he was ministering to the needs of both the Hurons and the French settlers in the area. While fulfilling his pastoral duties, Potier continued his linguistic studies and today his  notes provide the best key to the dialect spoken in New France in the mid-18th century.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"Southwestern Ontario","County of Essex","City of Windsor",42.30789169,-83.07003008
"295","Fergus Curling Club, The","At the entrance to the club's present building, St. George Street West, Fergus","The oldest continuously operating curling club in Ontario, the Fergus Curling Club was formed in 1834 by Scottish immigrants. At the organization's first formal meeting two years later Adam Fergusson, a founder of Fergus, was chosen president and the rules of play were established. Curling matches between local players and against rival clubs were held out of doors until 1879 when a covered rink was opened. No longer the exclusive preserve of Scots, curling became an enormously popular activity in Fergus and the rink became a social centre for the community. Seeking competition from further a field, the Fergus Curling Club entered bonspiels throughout the province, winning the Ontario Tankard in 1899. Today, it remains a significant force in inter-community curling.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Southwestern Ontario","County of Wellington","Township of Centre Wellington",43.70618829,-80.38033221
"296","Ferguson Highway, The","In the picnic area south of the Montreal River bridge, Highway 11, formerly the Ferguson Highway, Latchford","In 1925 the Ontario government began construction of this 260- mile trunk-road between Cochran and North Bay. The road was intended to link the rapidly developing mining and agricultural communities of ""New Ontario"" with the province's southern regions. Several sections of rebuilt local roads were incorporated into dense Timagami forest. The highway was officially opened on July 2, 1927, and named in honour of the Hon. G. Howard Ferguson, Premier of Ontario(1923-30) and long-time promoter of northern development. It immediately became an important access route to northern settlements and tourist regions, and later became part of the northern route of the Trans-Canada Highway.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Northern Ontario","District of Timiskaming","Town of Latchford",47.324317,-79.81055
"297","Field House, The","On the grounds of the house, Niagara River Parkway, between Niagara-on-the-Lake and Queenston","One of the oldest brick houses in Ontario, this handsome Georgian structure was built about 1800. Originally a farm house, it was the home of Gilbert Field (1765-1815), a United Empire Loyalist who was in possession of the land by 1790. During the War of 1812 the house was used by British forces and was subject to a brief bombardment from an American battery. Though damaged, it was one of the few homes in the area to survive the hostilities. It remained in the Field Family until about 1925, after which it passed through various hands. In 1968 the Ontario Heritage Foundation acquired the property to ensure its continued preservation and twelve years later the Field House was returned to private ownership with a protective covenant.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Niagara Falls and Region","Regional Municipality of Niagara","Town of Niagara-on-the- Lake",43.2019959,-79.05616146
"298","Fighting Island 1838","In Youth Centre Park, County Road 18 and Laurier Drive, La Salle - opposite Fighting Island","On the night of February 23-24, 1838, a small force of ""Patriots"" was ferried from Detroit to Fighting Island, opposite here, whence an attack against Sandwich was planned. They were joined the following day by ""General"" Donald McLeod, a British army veteran and former resident of Prescott who brought several hundred supporters from Cleveland. Advised by the American general, Hugh Brady, of the proposed attack, British regulars and Canadian militia in the area moved against the insurgents on February 25th. After a sharp skirmish, the poorly armed ""Patriots"" retreated to the Michigan shore where they were dispersed by American troops.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Southwestern Ontario","County of Essex","Town of La Salle",42.23742858,-83.10582068
